ID,CHECKING_BALANCE,CREDIT_HISTORY,EXISTING_SAVINGS,EXISTING_CREDITS_COUNT
53475,NO_CHECKING,OUTSTANDING_CREDIT,UNKNOWN,3.0
1152764,NO_CHECKING,OUTSTANDING_CREDIT,UNKNOWN,2.0
701323,97.46,NO_CREDITS,72.77,1.0
895765,11787.67,OUTSTANDING_CREDIT,UNKNOWN,2.0
902077,-178.93,ALL_CREDITS_PAID_BACK,84.75,1.0
1128743,-111.29,CREDITS_PAID_TO_DATE,65.01,1.0
758071,-139.48,PRIOR_PAYMENTS_DELAYED,30.64,2.0
1048354,NO_CHECKING,OUTSTANDING_CREDIT,503.26,2.0
276306,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,695.94,2.0
622918,-598.47,PRIOR_PAYMENTS_DELAYED,92.52,1.0
841318,5238.06,PRIOR_PAYMENTS_DELAYED,490.79,2.0
342064,-179.87,CREDITS_PAID_TO_DATE,85.99,1.0
886269,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,580.14,2.0
309614,-161.76,PRIOR_PAYMENTS_DELAYED,65.61,1.0
918655,-87.86,ALL_CREDITS_PAID_BACK,53.94,1.0
117586,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,827.9,2.0
157171,-243.09,ALL_CREDITS_PAID_BACK,80.57,1.0
688464,-49.52,ALL_CREDITS_PAID_BACK,71.83,1.0
340066,NO_CHECKING,OUTSTANDING_CREDIT,962.83,2.0
953906,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,2183.15,2.0
546921,0,PRIOR_PAYMENTS_DELAYED,859.48,2.0
461161,-144.38,ALL_CREDITS_PAID_BACK,40.49,1.0
190267,-72.49,CREDITS_PAID_TO_DATE,26.91,1.0
232274,-1535.75,ALL_CREDITS_PAID_BACK,33.71,1.0
1156030,NO_CHECKING,CREDITS_PAID_TO_DATE,611.11,2.0
149971,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,UNKNOWN,1.0
1211020,-1103.4,ALL_CREDITS_PAID_BACK,31.64,1.0
454286,NO_CHECKING,CREDITS_PAID_TO_DATE,198.84,1.0
1082907,3665.3,CREDITS_PAID_TO_DATE,7.88,1.0
744789,NO_CHECKING,OUTSTANDING_CREDIT,3189.21,2.0
1313531,2738.16,CREDITS_PAID_TO_DATE,407.4,2.0
1023737,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,990.06,3.0
338432,161.24,OUTSTANDING_CREDIT,338.82,1.0
310226,113.65,ALL_CREDITS_PAID_BACK,60.02,1.0
295791,4701.32,PRIOR_PAYMENTS_DELAYED,677.4,2.0
441391,-2048.23,PRIOR_PAYMENTS_DELAYED,93.09,2.0
1314102,-114.43,ALL_CREDITS_PAID_BACK,28.86,1.0
3507,-196.47,ALL_CREDITS_PAID_BACK,55.43,1.0
975571,NO_CHECKING,CREDITS_PAID_TO_DATE,12826.82,2.0
824194,12578.75,OUTSTANDING_CREDIT,UNKNOWN,2.0
43493,-789.54,PRIOR_PAYMENTS_DELAYED,66.91,2.0
982278,NO_CHECKING,OUTSTANDING_CREDIT,5995.22,2.0
887542,-329.79,NO_CREDITS,21.47,1.0
577667,1710.08,CREDITS_PAID_TO_DATE,23.41,1.0
510596,NO_CHECKING,OUTSTANDING_CREDIT,1788.5,2.0
829503,-755.22,PRIOR_PAYMENTS_DELAYED,68.64,2.0
49624,NO_CHECKING,CREDITS_PAID_TO_DATE,46.84,1.0
1307048,-32.58,NO_CREDITS,34.66,1.0
500127,140.5,,75.97,1.0
162555,NO_CHECKING,CREDITS_PAID_TO_DATE,267.32,1.0
589463,0,ALL_CREDITS_PAID_BACK,929.97,1.0
1170131,-62.02,ALL_CREDITS_PAID_BACK,69.87,1.0
924543,NO_CHECKING,OUTSTANDING_CREDIT,UNKNOWN,2.0
915390,-599.91,CREDITS_PAID_TO_DATE,44.49,1.0
932795,-50.09,CREDITS_PAID_TO_DATE,416.35,2.0
540898,NO_CHECKING,ALL_CREDITS_PAID_BACK,423.66,1.0
629567,-1289.95,PRIOR_PAYMENTS_DELAYED,86.4,1.0
1027513,NO_CHECKING,OUTSTANDING_CREDIT,251.03,1.0
591980,NO_CHECKING,OUTSTANDING_CREDIT,UNKNOWN,2.0
60518,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,236.57,1.0
138256,-160.79,CREDITS_PAID_TO_DATE,65.05,2.0
449328,181.78,CREDITS_PAID_TO_DATE,59.39,2.0
119690,-175.64,PRIOR_PAYMENTS_DELAYED,12.58,1.0
32157,,PRIOR_PAYMENTS_DELAYED,993.22,1.0
775097,-176.43,PRIOR_PAYMENTS_DELAYED,18.88,1.0
938797,NO_CHECKING,OUTSTANDING_CREDIT,UNKNOWN,3.0
1082816,NO_CHECKING,OUTSTANDING_CREDIT,10571.51,2.0
293223,-84.87,ALL_CREDITS_PAID_BACK,28.88,1.0
1092796,-802.82,PRIOR_PAYMENTS_DELAYED,90.93,1.0
988395,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,UNKNOWN,3.0
962659,-138.58,ALL_CREDITS_PAID_BACK,43.42,1.0
217372,NO_CHECKING,CREDITS_PAID_TO_DATE,11.33,1.0
390682,-348.07,,22.35,2.0
834993,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,581.63,2.0
212878,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,322.0,2.0
952464,167.93,PRIOR_PAYMENTS_DELAYED,51.29,1.0
1304448,148.22,OUTSTANDING_CREDIT,17119.27,2.0
78831,28.0,CREDITS_PAID_TO_DATE,688.8,1.0
736189,-712.69,CREDITS_PAID_TO_DATE,43.45,1.0
748934,-140.98,CREDITS_PAID_TO_DATE,25.37,1.0
1319397,0,PRIOR_PAYMENTS_DELAYED,4580.14,1.0
1061133,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,UNKNOWN,2.0
658037,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,UNKNOWN,1.0
136772,NO_CHECKING,CREDITS_PAID_TO_DATE,470.15,2.0
153901,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,630.12,3.0
49094,-58.07,ALL_CREDITS_PAID_BACK,22.52,1.0
930589,0,CREDITS_PAID_TO_DATE,87.82,1.0
163279,NO_CHECKING,OUTSTANDING_CREDIT,496.17,2.0
309157,-432.09,CREDITS_PAID_TO_DATE,93.39,1.0
5083,0,PRIOR_PAYMENTS_DELAYED,938.32,2.0
668582,NO_CHECKING,OUTSTANDING_CREDIT,601.31,2.0
486690,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,462.69,2.0
252341,-360.12,CREDITS_PAID_TO_DATE,57.25,1.0
469855,0,CREDITS_PAID_TO_DATE,42.59,1.0
763148,-170.13,CREDITS_PAID_TO_DATE,340.09,1.0
851520,-1503.67,CREDITS_PAID_TO_DATE,59.66,1.0
106711,NO_CHECKING,OUTSTANDING_CREDIT,1100.11,2.0
30929,18814.19,OUTSTANDING_CREDIT,236.92,1.0
782787,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,427.19,2.0
249281,NO_CHECKING,CREDITS_PAID_TO_DATE,455.01,1.0
232339,-41.2,ALL_CREDITS_PAID_BACK,37.48,1.0
1289969,NO_CHECKING,CREDITS_PAID_TO_DATE,103.55,1.0
765513,0,CREDITS_PAID_TO_DATE,1164.32,1.0
552006,NO_CHECKING,OUTSTANDING_CREDIT,501.62,2.0
1020791,-155.55,ALL_CREDITS_PAID_BACK,26.04,1.0
896745,100.78,CREDITS_PAID_TO_DATE,27.12,1.0
126896,1245.27,PRIOR_PAYMENTS_DELAYED,309.5,2.0
145688,-97.61,NO_CREDITS,74.13,1.0
307846,-222.17,NO_CREDITS,393.84,1.0
687188,NO_CHECKING,OUTSTANDING_CREDIT,1537.55,3.0
1299713,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,380.07,2.0
156343,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,636.44,2.0
558233,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,UNKNOWN,3.0
508361,14340.76,CREDITS_PAID_TO_DATE,383.88,1.0
974855,NO_CHECKING,OUTSTANDING_CREDIT,5545.91,2.0
45505,64.66,CREDITS_PAID_TO_DATE,29.78,2.0
1021767,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,3649.49,1.0
737861,101.12,CREDITS_PAID_TO_DATE,199.54,2.0
151373,NO_CHECKING,OUTSTANDING_CREDIT,998.26,2.0
1085413,-286.9,ALL_CREDITS_PAID_BACK,41.51,1.0
590754,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,454.78,2.0
510726,64.09,CREDITS_PAID_TO_DATE,50.01,1.0
1009768,70.36,OUTSTANDING_CREDIT,147.2,1.0
314275,NO_CHECKING,OUTSTANDING_CREDIT,UNKNOWN,2.0
646884,-964.58,CREDITS_PAID_TO_DATE,25.64,1.0
1215737,NO_CHECKING,OUTSTANDING_CREDIT,1050.27,2.0
944309,-155.76,CREDITS_PAID_TO_DATE,397.59,1.0
1238017,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,UNKNOWN,2.0
912466,72.34,CREDITS_PAID_TO_DATE,73.04,1.0
1306503,NO_CHECKING,OUTSTANDING_CREDIT,855.6,1.0
919765,53.47,CREDITS_PAID_TO_DATE,26.96,1.0
1210278,89.18,CREDITS_PAID_TO_DATE,155.48,2.0
68279,NO_CHECKING,CREDITS_PAID_TO_DATE,66.83,3.0
66901,193.3,PRIOR_PAYMENTS_DELAYED,2148.25,1.0
735762,-626.83,PRIOR_PAYMENTS_DELAYED,11.49,1.0
1007008,-66.56,ALL_CREDITS_PAID_BACK,77.0,1.0
135927,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,943.91,3.0
468629,-1660.26,PRIOR_PAYMENTS_DELAYED,16.04,1.0
1082175,158.35,PRIOR_PAYMENTS_DELAYED,174.9,1.0
441918,-178.36,PRIOR_PAYMENTS_DELAYED,842.89,1.0
948519,100.85,OUTSTANDING_CREDIT,331.03,2.0
516781,-215.37,ALL_CREDITS_PAID_BACK,388.19,1.0
1260002,7.83,OUTSTANDING_CREDIT,775.15,2.0
1160515,-1103.03,CREDITS_PAID_TO_DATE,469.87,1.0
455907,-684.93,ALL_CREDITS_PAID_BACK,135.97,2.0
165459,NO_CHECKING,CREDITS_PAID_TO_DATE,1958.74,1.0
596323,-960.71,CREDITS_PAID_TO_DATE,31.69,1.0
882740,NO_CHECKING,OUTSTANDING_CREDIT,UNKNOWN,2.0
692080,-398.61,CREDITS_PAID_TO_DATE,639.41,2.0
468499,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,374.36,1.0
718225,86.22,PRIOR_PAYMENTS_DELAYED,544.03,1.0
924251,-37.69,CREDITS_PAID_TO_DATE,71.11,1.0
811716,-485.37,ALL_CREDITS_PAID_BACK,41.03,2.0
1002742,NO_CHECKING,ALL_CREDITS_PAID_BACK,63.69,1.0
144613,NO_CHECKING,CREDITS_PAID_TO_DATE,26513.68,2.0
110738,56.07,PRIOR_PAYMENTS_DELAYED,4448.11,2.0
466680,-159.12,ALL_CREDITS_PAID_BACK,39.8,1.0
816393,1391.42,CREDITS_PAID_TO_DATE,721.44,1.0
798436,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,156.31,2.0
501353,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,922.51,2.0
647214,0,CREDITS_PAID_TO_DATE,518.36,1.0
1026792,-5.1,ALL_CREDITS_PAID_BACK,79.07,1.0
409150,3.86,PRIOR_PAYMENTS_DELAYED,161.51,1.0
1079333,185.93,NO_CREDITS,96.23,1.0
1175320,115.77,PRIOR_PAYMENTS_DELAYED,110.55,2.0
444997,0,CREDITS_PAID_TO_DATE,229.12,2.0
620412,NO_CHECKING,OUTSTANDING_CREDIT,749.81,2.0
820850,NO_CHECKING,OUTSTANDING_CREDIT,UNKNOWN,2.0
1261640,NO_CHECKING,OUTSTANDING_CREDIT,997.69,1.0
1244367,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,15768.78,2.0
721893,3849.38,PRIOR_PAYMENTS_DELAYED,298.51,1.0
212723,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,UNKNOWN,2.0
974890,-79.42,ALL_CREDITS_PAID_BACK,253.99,1.0
582743,-26.44,CREDITS_PAID_TO_DATE,79.41,1.0
724814,NO_CHECKING,OUTSTANDING_CREDIT,1654.6,3.0
987723,105.46,PRIOR_PAYMENTS_DELAYED,1364.52,1.0
66217,177.1,CREDITS_PAID_TO_DATE,240.83,1.0
503627,-99.75,NO_CREDITS,49.57,1.0
5486,68.87,PRIOR_PAYMENTS_DELAYED,455.41,2.0
881123,NO_CHECKING,OUTSTANDING_CREDIT,625.13,3.0
541706,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,538.29,2.0
873464,39.16,OUTSTANDING_CREDIT,986.47,2.0
1268350,-329.67,ALL_CREDITS_PAID_BACK,21.62,1.0
722072,-23.57,ALL_CREDITS_PAID_BACK,100.14,1.0
1102260,NO_CHECKING,OUTSTANDING_CREDIT,796.2,1.0
834688,86.88,CREDITS_PAID_TO_DATE,1.82,1.0
557486,NO_CHECKING,OUTSTANDING_CREDIT,678.24,1.0
1084340,-366.52,ALL_CREDITS_PAID_BACK,247.55,1.0
1150934,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,1771.51,2.0
1025240,139.94,PRIOR_PAYMENTS_DELAYED,293.1,2.0
509817,NO_CHECKING,CREDITS_PAID_TO_DATE,16.81,2.0
567717,-135.57,CREDITS_PAID_TO_DATE,81.57,1.0
458081,NO_CHECKING,CREDITS_PAID_TO_DATE,197.91,2.0
277479,-128.3,OUTSTANDING_CREDIT,211.73,2.0
876448,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,690.92,2.0
294800,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,UNKNOWN,2.0
1216363,109.08,CREDITS_PAID_TO_DATE,10.74,1.0
233181,NO_CHECKING,OUTSTANDING_CREDIT,522.86,1.0
824019,102.99,ALL_CREDITS_PAID_BACK,93.58,1.0
133364,-115.3,CREDITS_PAID_TO_DATE,88.97,1.0
940721,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,650.51,2.0
188870,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,714.23,2.0
462352,-1850.3,PRIOR_PAYMENTS_DELAYED,82.92,2.0
89709,-1112.17,ALL_CREDITS_PAID_BACK,8.7,1.0
945680,16.23,PRIOR_PAYMENTS_DELAYED,1000.67,1.0
440942,-1661.89,PRIOR_PAYMENTS_DELAYED,10.41,2.0
758897,148.51,ALL_CREDITS_PAID_BACK,84.56,1.0
830338,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,251.76,2.0
993447,3449.65,OUTSTANDING_CREDIT,955.2,2.0
684660,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,850.53,2.0
116934,86.69,PRIOR_PAYMENTS_DELAYED,229.88,1.0
667743,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,772.54,2.0
1263854,91.86,CREDITS_PAID_TO_DATE,254.96,1.0
621097,NO_CHECKING,OUTSTANDING_CREDIT,894.38,2.0
281575,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,346.38,2.0
398310,9.71,NO_CREDITS,66.72,1.0
983997,-136.29,CREDITS_PAID_TO_DATE,656.14,1.0
407775,-177.17,ALL_CREDITS_PAID_BACK,137.64,1.0
1210794,155.77,CREDITS_PAID_TO_DATE,336.82,2.0
778575,NO_CHECKING,OUTSTANDING_CREDIT,UNKNOWN,2.0
1132723,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,UNKNOWN,2.0
45063,-1964.19,ALL_CREDITS_PAID_BACK,28.68,1.0
222470,-620.21,ALL_CREDITS_PAID_BACK,79.96,1.0
969721,-81.15,ALL_CREDITS_PAID_BACK,98.86,1.0
1277973,193.51,PRIOR_PAYMENTS_DELAYED,89.06,1.0
715443,NO_CHECKING,CREDITS_PAID_TO_DATE,291.67,1.0
1193268,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,371.55,1.0
135136,NO_CHECKING,OUTSTANDING_CREDIT,895.01,1.0
281149,88.46,CREDITS_PAID_TO_DATE,85.85,1.0
1066785,NO_CHECKING,CREDITS_PAID_TO_DATE,853.65,1.0
819115,23.49,PRIOR_PAYMENTS_DELAYED,354.71,1.0
1090644,75.71,CREDITS_PAID_TO_DATE,88.51,1.0
150745,NO_CHECKING,OUTSTANDING_CREDIT,699.22,2.0
834920,NO_CHECKING,OUTSTANDING_CREDIT,715.26,2.0
1051086,-697.61,NO_CREDITS,141.92,1.0
1240904,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,943.43,2.0
1112071,-440.21,PRIOR_PAYMENTS_DELAYED,80.89,1.0
99807,0,CREDITS_PAID_TO_DATE,43.74,2.0
718257,NO_CHECKING,OUTSTANDING_CREDIT,1561.6,1.0
487702,47.44,PRIOR_PAYMENTS_DELAYED,457.32,1.0
423929,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,441.72,2.0
1285239,NO_CHECKING,OUTSTANDING_CREDIT,782.9,2.0
822096,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,291.46,2.0
747342,87.17,ALL_CREDITS_PAID_BACK,365.32,1.0
344483,-339.03,CREDITS_PAID_TO_DATE,87.25,2.0
676796,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,1385.6,2.0
286398,52.5,OUTSTANDING_CREDIT,490.67,3.0
197639,164.47,PRIOR_PAYMENTS_DELAYED,98.69,2.0
565770,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,9126.87,2.0
1240621,-7.73,ALL_CREDITS_PAID_BACK,23.13,1.0
168396,-84.72,PRIOR_PAYMENTS_DELAYED,98.36,1.0
148451,-231.29,CREDITS_PAID_TO_DATE,50.03,1.0
1054326,-149.45,ALL_CREDITS_PAID_BACK,84.19,1.0
268003,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,341.93,1.0
979195,0.3,ALL_CREDITS_PAID_BACK,9.87,1.0
767736,-422.61,ALL_CREDITS_PAID_BACK,50.63,1.0
322618,NO_CHECKING,ALL_CREDITS_PAID_BACK,9.8,1.0
157184,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,624.08,2.0
1076656,0,OUTSTANDING_CREDIT,172.7,1.0
768423,NO_CHECKING,CREDITS_PAID_TO_DATE,233.39,1.0
574377,140.57,OUTSTANDING_CREDIT,381.81,2.0
196750,-1926.6,PRIOR_PAYMENTS_DELAYED,52.4,1.0
317,-150.05,CREDITS_PAID_TO_DATE,49.04,2.0
169079,NO_CHECKING,CREDITS_PAID_TO_DATE,0.04,1.0
1000343,NO_CHECKING,CREDITS_PAID_TO_DATE,257.78,1.0
632285,NO_CHECKING,CREDITS_PAID_TO_DATE,84.34,2.0
732449,-13.39,ALL_CREDITS_PAID_BACK,37.12,2.0
4751,-133.54,ALL_CREDITS_PAID_BACK,42.12,2.0
482044,NO_CHECKING,ALL_CREDITS_PAID_BACK,743.82,1.0
1233096,NO_CHECKING,CREDITS_PAID_TO_DATE,11065.15,1.0
563301,164.98,ALL_CREDITS_PAID_BACK,40.8,1.0
1267435,NO_CHECKING,CREDITS_PAID_TO_DATE,10.49,1.0
103315,NO_CHECKING,OUTSTANDING_CREDIT,734.87,3.0
748870,-429.79,ALL_CREDITS_PAID_BACK,17.18,1.0
1263037,32.09,CREDITS_PAID_TO_DATE,916.67,2.0
679305,1583.79,PRIOR_PAYMENTS_DELAYED,237.32,2.0
583209,NO_CHECKING,OUTSTANDING_CREDIT,UNKNOWN,2.0
41119,-64.14,ALL_CREDITS_PAID_BACK,17.4,1.0
76480,80.31,CREDITS_PAID_TO_DATE,532.73,1.0
216725,-93.76,ALL_CREDITS_PAID_BACK,45.81,1.0
1106783,-157.3,CREDITS_PAID_TO_DATE,41.98,1.0
865590,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,3819.67,2.0
1059975,NO_CHECKING,OUTSTANDING_CREDIT,919.76,1.0
877295,NO_CHECKING,OUTSTANDING_CREDIT,751.09,2.0
1296752,-698.58,PRIOR_PAYMENTS_DELAYED,35.15,1.0
1146867,NO_CHECKING,CREDITS_PAID_TO_DATE,427.68,1.0
1280099,-28.61,ALL_CREDITS_PAID_BACK,66.93,1.0
136433,127.34,CREDITS_PAID_TO_DATE,23.73,1.0
822528,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,419.1,2.0
798137,72.03,OUTSTANDING_CREDIT,156.78,2.0
822100,26.99,NO_CREDITS,100.77,1.0
796629,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,984.06,1.0
422430,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,536.27,1.0
880543,86.95,CREDITS_PAID_TO_DATE,90.05,1.0
473118,NO_CHECKING,OUTSTANDING_CREDIT,UNKNOWN,2.0
279910,0,OUTSTANDING_CREDIT,489.54,2.0
898367,-2193.15,ALL_CREDITS_PAID_BACK,86.87,1.0
1019868,NO_CHECKING,OUTSTANDING_CREDIT,UNKNOWN,2.0
966714,-1062.76,CREDITS_PAID_TO_DATE,82.59,1.0
507296,NO_CHECKING,,605.63,2.0
147788,0,CREDITS_PAID_TO_DATE,25214.5,1.0
843233,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,172.84,2.0
804855,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,UNKNOWN,1.0
895236,-9.88,PRIOR_PAYMENTS_DELAYED,77.77,2.0
1129100,NO_CHECKING,OUTSTANDING_CREDIT,689.97,2.0
1048389,108.93,OUTSTANDING_CREDIT,6996.18,2.0
870757,36.79,CREDITS_PAID_TO_DATE,90.76,2.0
753238,13.62,PRIOR_PAYMENTS_DELAYED,346.64,2.0
1067526,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,736.72,2.0
1227998,-44.6,PRIOR_PAYMENTS_DELAYED,551.76,2.0
1105550,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,UNKNOWN,2.0
326885,190.04,ALL_CREDITS_PAID_BACK,55.84,1.0
996161,-241.29,ALL_CREDITS_PAID_BACK,145.68,1.0
189774,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,UNKNOWN,2.0
300646,151.71,OUTSTANDING_CREDIT,581.69,1.0
489654,177.58,ALL_CREDITS_PAID_BACK,81.89,1.0
32133,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,487.0,2.0
835851,NO_CHECKING,CREDITS_PAID_TO_DATE,48.83,1.0
788229,-26.04,ALL_CREDITS_PAID_BACK,67.45,1.0
99231,194.06,CREDITS_PAID_TO_DATE,48.0,1.0
826068,NO_CHECKING,OUTSTANDING_CREDIT,937.6,2.0
758814,NO_CHECKING,OUTSTANDING_CREDIT,1161.48,2.0
1049746,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,21878.28,2.0
396778,NO_CHECKING,CREDITS_PAID_TO_DATE,377.39,2.0
93543,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,505.63,2.0
804409,NO_CHECKING,ALL_CREDITS_PAID_BACK,239.93,2.0
8449,-47.08,PRIOR_PAYMENTS_DELAYED,424.62,1.0
985379,2082.09,ALL_CREDITS_PAID_BACK,798.89,1.0
1273645,NO_CHECKING,CREDITS_PAID_TO_DATE,405.32,1.0
330220,54.55,PRIOR_PAYMENTS_DELAYED,288.87,1.0
980542,NO_CHECKING,OUTSTANDING_CREDIT,2721.0,1.0
161976,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,905.59,1.0
898085,-185.92,PRIOR_PAYMENTS_DELAYED,276.88,1.0
774186,NO_CHECKING,OUTSTANDING_CREDIT,12285.58,2.0
968844,5581.71,PRIOR_PAYMENTS_DELAYED,289.71,2.0
296227,28.79,ALL_CREDITS_PAID_BACK,503.59,3.0
59121,5809.26,CREDITS_PAID_TO_DATE,95.86,2.0
534783,NO_CHECKING,OUTSTANDING_CREDIT,UNKNOWN,2.0
320793,NO_CHECKING,OUTSTANDING_CREDIT,851.9,2.0
1274722,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,138.87,2.0
1038503,NO_CHECKING,OUTSTANDING_CREDIT,1834.58,2.0
1296074,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,769.31,2.0
994318,80.53,OUTSTANDING_CREDIT,476.03,2.0
1220016,NO_CHECKING,OUTSTANDING_CREDIT,UNKNOWN,2.0
29318,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,393.87,2.0
839628,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,813.85,
727585,143.01,ALL_CREDITS_PAID_BACK,66.75,1.0
641629,10782.44,PRIOR_PAYMENTS_DELAYED,835.04,2.0
824496,58.64,ALL_CREDITS_PAID_BACK,66.45,1.0
743818,108.73,CREDITS_PAID_TO_DATE,475.88,1.0
1081626,-1459.14,ALL_CREDITS_PAID_BACK,74.79,1.0
1090842,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,210.6,1.0
372849,-60.6,PRIOR_PAYMENTS_DELAYED,920.57,3.0
228576,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,670.47,1.0
709608,0,ALL_CREDITS_PAID_BACK,992.75,1.0
30678,-131.28,ALL_CREDITS_PAID_BACK,3.73,1.0
125333,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,364.83,1.0
547525,-20.02,CREDITS_PAID_TO_DATE,533.01,1.0
775660,0,CREDITS_PAID_TO_DATE,94.49,1.0
71148,-166.13,ALL_CREDITS_PAID_BACK,100.72,1.0
1302024,-25.65,PRIOR_PAYMENTS_DELAYED,80.35,1.0
1227755,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,910.2,2.0
1199145,12.24,CREDITS_PAID_TO_DATE,46.35,1.0
923851,1325.96,OUTSTANDING_CREDIT,983.83,1.0
135743,175.97,ALL_CREDITS_PAID_BACK,65.69,1.0
981106,42.56,ALL_CREDITS_PAID_BACK,86.19,1.0
333417,-15.82,PRIOR_PAYMENTS_DELAYED,77.85,1.0
255724,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,904.64,2.0
145699,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,940.26,2.0
923396,106.45,CREDITS_PAID_TO_DATE,748.56,1.0
1310651,NO_CHECKING,CREDITS_PAID_TO_DATE,456.4,1.0
589568,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,582.55,2.0
867505,-926.2,CREDITS_PAID_TO_DATE,949.34,2.0
967470,NO_CHECKING,OUTSTANDING_CREDIT,939.78,2.0
44292,-290.54,CREDITS_PAID_TO_DATE,792.05,1.0
281039,-213.91,CREDITS_PAID_TO_DATE,92.26,1.0
93153,10.51,CREDITS_PAID_TO_DATE,86.5,2.0
682200,0,PRIOR_PAYMENTS_DELAYED,206.06,2.0
91295,13353.37,CREDITS_PAID_TO_DATE,91.28,2.0
869320,0,CREDITS_PAID_TO_DATE,51.69,1.0
1270921,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,459.75,1.0
896366,NO_CHECKING,OUTSTANDING_CREDIT,825.66,1.0
623429,169.89,CREDITS_PAID_TO_DATE,12.12,1.0
1289966,184.5,CREDITS_PAID_TO_DATE,16422.75,2.0
1014306,60.15,,96.47,1.0
168961,NO_CHECKING,OUTSTANDING_CREDIT,831.47,1.0
357030,-1002.21,ALL_CREDITS_PAID_BACK,90.01,1.0
74711,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,UNKNOWN,2.0
389905,4913.92,ALL_CREDITS_PAID_BACK,98.37,1.0
510025,-59.87,CREDITS_PAID_TO_DATE,11.69,1.0
1112790,-211.96,PRIOR_PAYMENTS_DELAYED,47.07,1.0
312856,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,105.07,1.0
490731,NO_CHECKING,OUTSTANDING_CREDIT,2182.14,3.0
1314916,-1799.31,ALL_CREDITS_PAID_BACK,488.99,1.0
