ID,CHECKING_BALANCE,PAYMENT_TERM,CREDIT_HISTORY,LOAN_PURPOSE,LOAN_AMOUNT,EXISTING_SAVINGS,EMPLOYMENT_DURATION,INSTALLMENT_PERCENT,SEX,OTHERS_ON_LOAN,CURRENT_RESIDENCE_DURATION,PROPERTY,AGE,INSTALLMENT_PLANS,HOUSING,EXISTING_CREDITS_COUNT,JOB_TYPE,DEPENDENTS,TELEPHONE,FOREIGN_WORKER,ALLOW
43830,-1061.6,124,ALL_CREDITS_PAID_BACK,CAR_NEW,250,44.18,0,1,M,NONE,1,REAL_ESTATE,19,NONE,RENT,1,3,1,0,1,TO_FILL
587191,NO_CHECKING,390,CREDITS_PAID_TO_DATE,REPAIRS,5355,230.49,2,3,F,NONE,2,REAL_ESTATE,31,NONE,OWN,1,2,2,0,1,TO_FILL
1269371,-398.68,480,CREDITS_PAID_TO_DATE,CAR_NEW,250,888.13,6,3,M,NONE,2,REAL_ESTATE,29,NONE,OWN,1,3,1,0,1,TO_FILL
486891,NO_CHECKING,1050,PRIOR_PAYMENTS_DELAYED,FURNITURE,5222,867.58,8,5,M,NONE,4,CAR_OTHER,48,STORES,FREE,2,1,2,1,1,TO_FILL
379844,4712.11,630,OUTSTANDING_CREDIT,BUSINESS,5668,202.17,5,3,M,NONE,2,UNKNOWN,36,BANK,OWN,1,1,1,0,1,TO_FILL
720710,-197.26,651,CREDITS_PAID_TO_DATE,CAR_NEW,784,552.05,3,3,M,NONE,1,SAVINGS_INSURANCE,31,STORES,OWN,2,3,1,0,1,TO_FILL
394617,67.01,930,ALL_CREDITS_PAID_BACK,RADIO_TV,3420,359.94,4,3,M,NONE,3,SAVINGS_INSURANCE,28,NONE,OWN,2,3,1,1,1,TO_FILL
874104,-1856.54,124,CREDITS_PAID_TO_DATE,EDUCATION,250,80.16,0,1,M,NONE,1,SAVINGS_INSURANCE,19,STORES,OWN,1,3,1,0,1,TO_FILL
633065,-918.33,403,PRIOR_PAYMENTS_DELAYED,FURNITURE,791,96.15,3,2,M,NONE,2,SAVINGS_INSURANCE,27,NONE,OWN,1,3,1,0,1,TO_FILL
1163675,3193.08,720,CREDITS_PAID_TO_DATE,CAR_USED,4758,413.0,7,3,M,NONE,3,SAVINGS_INSURANCE,38,NONE,OWN,1,3,1,1,1,TO_FILL
1204811,NO_CHECKING,1380,OUTSTANDING_CREDIT,RADIO_TV,6790,987.54,5,3,M,CO-APPLICANT,4,CAR_OTHER,47,BANK,OWN,1,0,2,1,1,TO_FILL
1184579,NO_CHECKING,775,OUTSTANDING_CREDIT,FURNITURE,7108,631.31,1,4,M,NONE,4,SAVINGS_INSURANCE,40,NONE,OWN,2,2,1,0,1,TO_FILL
409209,1312.9,961,PRIOR_PAYMENTS_DELAYED,APPLIANCES,4073,482.26,8,3,M,NONE,3,SAVINGS_INSURANCE,36,NONE,OWN,1,3,2,0,1,TO_FILL
19488,-365.88,510,CREDITS_PAID_TO_DATE,CAR_NEW,1880,72.63,0,3,F,CO-APPLICANT,2,SAVINGS_INSURANCE,41,NONE,OWN,1,3,1,0,1,TO_FILL
98388,-811.4,270,ALL_CREDITS_PAID_BACK,CAR_USED,1931,75.25,0,1,F,NONE,2,REAL_ESTATE,24,STORES,RENT,1,1,1,0,1,TO_FILL
1095317,NO_CHECKING,510,CREDITS_PAID_TO_DATE,CAR_NEW,3347,206.26,7,3,F,NONE,4,CAR_OTHER,31,NONE,OWN,1,3,2,0,1,TO_FILL
889149,-43.13,120,ALL_CREDITS_PAID_BACK,CAR_NEW,250,29.23,0,1,M,NONE,2,REAL_ESTATE,22,NONE,RENT,1,3,1,0,1,TO_FILL
935662,NO_CHECKING,1147,PRIOR_PAYMENTS_DELAYED,FURNITURE,5276,23317.05,6,4,F,NONE,4,CAR_OTHER,39,NONE,OWN,3,3,2,1,1,TO_FILL
548093,29.06,390,CREDITS_PAID_TO_DATE,CAR_USED,250,71.74,0,2,F,NONE,3,REAL_ESTATE,19,NONE,OWN,1,3,1,0,1,TO_FILL
220503,-1217.95,620,CREDITS_PAID_TO_DATE,FURNITURE,1944,192.82,2,2,F,CO-APPLICANT,1,SAVINGS_INSURANCE,37,BANK,OWN,1,0,1,1,1,TO_FILL
862047,NO_CHECKING,810,CREDITS_PAID_TO_DATE,RETRAINING,8525,86.64,2,4,F,NONE,4,CAR_OTHER,38,NONE,OWN,1,3,1,1,1,TO_FILL
1318277,NO_CHECKING,248,CREDITS_PAID_TO_DATE,CAR_USED,1654,100.09,4,2,M,NONE,2,SAVINGS_INSURANCE,36,NONE,OWN,1,3,1,1,1,TO_FILL
989374,NO_CHECKING,775,CREDITS_PAID_TO_DATE,RADIO_TV,4968,118.01,3,3,M,NONE,2,CAR_OTHER,39,NONE,FREE,2,3,1,1,1,TO_FILL
814684,-179.29,360,PRIOR_PAYMENTS_DELAYED,CAR_USED,1056,94.92,5,2,M,NONE,2,CAR_OTHER,39,STORES,OWN,2,3,1,0,1,TO_FILL
951047,NO_CHECKING,810,OUTSTANDING_CREDIT,OTHER,6481,UNKNOWN,11,5,F,NONE,3,CAR_OTHER,35,NONE,OWN,1,3,1,1,1,TO_FILL
743345,46.03,279,PRIOR_PAYMENTS_DELAYED,CAR_NEW,3244,7.77,1,3,M,NONE,2,SAVINGS_INSURANCE,23,NONE,OWN,1,2,1,0,1,TO_FILL
812451,65.75,992,CREDITS_PAID_TO_DATE,BUSINESS,2984,873.48,4,4,M,NONE,2,REAL_ESTATE,30,NONE,OWN,1,3,1,0,1,TO_FILL
1204361,2943.78,840,OUTSTANDING_CREDIT,FURNITURE,1222,625.84,0,3,M,NONE,3,REAL_ESTATE,25,NONE,OWN,1,3,1,0,1,TO_FILL
1236844,-628.13,310,ALL_CREDITS_PAID_BACK,CAR_NEW,250,167.11,0,2,F,NONE,2,SAVINGS_INSURANCE,33,STORES,RENT,2,3,1,0,1,TO_FILL
969658,100.06,750,OUTSTANDING_CREDIT,APPLIANCES,5086,2623.95,4,3,M,NONE,4,SAVINGS_INSURANCE,34,NONE,OWN,2,3,1,0,1,TO_FILL
840959,-114.12,270,CREDITS_PAID_TO_DATE,VACATION,4308,18.24,0,2,F,NONE,3,SAVINGS_INSURANCE,25,STORES,OWN,1,3,1,1,1,TO_FILL
1224855,-705.57,270,ALL_CREDITS_PAID_BACK,CAR_USED,1841,56.28,0,2,F,NONE,3,REAL_ESTATE,24,NONE,OWN,1,2,1,0,1,TO_FILL
543701,NO_CHECKING,1350,OUTSTANDING_CREDIT,BUSINESS,10838,27719.61,8,6,M,CO-APPLICANT,5,UNKNOWN,51,STORES,FREE,3,1,2,1,1,TO_FILL
965501,173.23,1050,PRIOR_PAYMENTS_DELAYED,VACATION,956,958.84,7,4,M,CO-APPLICANT,3,SAVINGS_INSURANCE,39,STORES,OWN,1,1,1,1,1,TO_FILL
315058,6159.65,620,CREDITS_PAID_TO_DATE,CAR_NEW,3846,67.7,5,4,M,NONE,4,SAVINGS_INSURANCE,32,NONE,OWN,2,2,1,1,1,TO_FILL
243166,NO_CHECKING,992,PRIOR_PAYMENTS_DELAYED,VACATION,5743,211.95,0,4,M,NONE,3,SAVINGS_INSURANCE,29,NONE,OWN,1,2,1,0,1,TO_FILL
428538,NO_CHECKING,1085,PRIOR_PAYMENTS_DELAYED,RADIO_TV,3714,761.26,5,4,F,NONE,4,UNKNOWN,41,BANK,OWN,2,0,1,1,1,TO_FILL
1022916,NO_CHECKING,1178,OUTSTANDING_CREDIT,RADIO_TV,4113,1764.61,11,4,M,CO-APPLICANT,3,CAR_OTHER,41,NONE,FREE,2,3,1,1,1,TO_FILL
219667,NO_CHECKING,960,PRIOR_PAYMENTS_DELAYED,APPLIANCES,6680,326.07,8,5,M,NONE,4,UNKNOWN,44,NONE,FREE,2,2,2,1,1,TO_FILL
511743,NO_CHECKING,1178,OUTSTANDING_CREDIT,APPLIANCES,6284,2125.88,7,5,M,CO-APPLICANT,5,UNKNOWN,52,STORES,OWN,2,1,2,1,1,TO_FILL
401095,NO_CHECKING,961,OUTSTANDING_CREDIT,REPAIRS,5602,UNKNOWN,3,3,F,NONE,4,CAR_OTHER,47,NONE,OWN,1,3,1,0,1,TO_FILL
257055,NO_CHECKING,1054,CREDITS_PAID_TO_DATE,APPLIANCES,7968,164.93,9,5,M,NONE,5,UNKNOWN,47,NONE,FREE,2,2,1,0,1,TO_FILL
328266,NO_CHECKING,682,PRIOR_PAYMENTS_DELAYED,RADIO_TV,3298,363.13,6,4,F,CO-APPLICANT,3,CAR_OTHER,52,NONE,OWN,1,3,1,1,1,TO_FILL
764399,NO_CHECKING,1080,OUTSTANDING_CREDIT,RETRAINING,10279,588.27,14,5,M,CO-APPLICANT,4,CAR_OTHER,50,NONE,FREE,2,2,2,1,1,TO_FILL
620448,NO_CHECKING,1080,PRIOR_PAYMENTS_DELAYED,OTHER,6778,518.08,11,5,M,NONE,3,UNKNOWN,53,NONE,FREE,2,3,1,1,1,TO_FILL
715647,-655.06,124,ALL_CREDITS_PAID_BACK,CAR_NEW,250,8.47,3,2,M,NONE,1,REAL_ESTATE,22,NONE,OWN,1,2,1,0,1,TO_FILL
119270,163.44,310,CREDITS_PAID_TO_DATE,FURNITURE,250,51.44,0,2,F,NONE,3,REAL_ESTATE,23,NONE,RENT,1,2,1,0,1,TO_FILL
215832,38.04,810,PRIOR_PAYMENTS_DELAYED,CAR_USED,2513,120.11,8,4,M,NONE,3,SAVINGS_INSURANCE,32,NONE,OWN,2,3,1,1,1,TO_FILL
490665,46.42,434,CREDITS_PAID_TO_DATE,CAR_NEW,2652,97.62,0,3,M,NONE,3,SAVINGS_INSURANCE,32,NONE,OWN,1,3,1,0,1,TO_FILL
68494,103.1,1364,PRIOR_PAYMENTS_DELAYED,APPLIANCES,5045,UNKNOWN,12,4,M,GUARANTOR,4,UNKNOWN,36,STORES,FREE,2,1,1,1,1,TO_FILL
1298201,55.95,120,ALL_CREDITS_PAID_BACK,CAR_USED,941,99.66,0,2,M,NONE,1,SAVINGS_INSURANCE,27,NONE,OWN,1,3,1,0,1,TO_FILL
69520,169.38,450,PRIOR_PAYMENTS_DELAYED,VACATION,5913,29.65,1,4,M,NONE,2,UNKNOWN,40,NONE,OWN,2,2,1,0,1,TO_FILL
1035232,82.24,330,CREDITS_PAID_TO_DATE,FURNITURE,3029,74.51,5,3,M,NONE,3,REAL_ESTATE,28,STORES,OWN,2,1,2,1,1,TO_FILL
1311671,NO_CHECKING,270,CREDITS_PAID_TO_DATE,REPAIRS,1164,69.53,2,3,F,NONE,3,SAVINGS_INSURANCE,39,NONE,OWN,1,2,1,0,1,TO_FILL
1175771,138.33,150,PRIOR_PAYMENTS_DELAYED,CAR_USED,250,87.45,0,2,F,NONE,3,REAL_ESTATE,26,NONE,OWN,1,3,1,0,1,TO_FILL
1040660,2086.83,870,PRIOR_PAYMENTS_DELAYED,CAR_USED,3620,215.71,1,2,F,NONE,1,SAVINGS_INSURANCE,38,NONE,OWN,2,3,1,0,1,TO_FILL
478666,NO_CHECKING,744,PRIOR_PAYMENTS_DELAYED,FURNITURE,4260,UNKNOWN,0,3,M,NONE,3,CAR_OTHER,39,NONE,OWN,2,2,1,1,1,TO_FILL
651703,-64.75,630,CREDITS_PAID_TO_DATE,FURNITURE,2174,21.49,0,2,F,NONE,1,CAR_OTHER,35,STORES,OWN,1,3,1,0,1,TO_FILL
562886,-138.67,124,ALL_CREDITS_PAID_BACK,REPAIRS,1910,68.25,0,1,F,NONE,1,REAL_ESTATE,19,NONE,RENT,1,2,1,0,1,TO_FILL
1114194,199.18,600,PRIOR_PAYMENTS_DELAYED,CAR_NEW,250,224.01,3,2,M,NONE,1,SAVINGS_INSURANCE,26,STORES,OWN,1,1,1,0,1,TO_FILL
538124,97.73,341,PRIOR_PAYMENTS_DELAYED,FURNITURE,2077,94.62,5,3,F,NONE,2,REAL_ESTATE,21,NONE,OWN,1,3,1,0,1,TO_FILL
293169,-75.73,434,ALL_CREDITS_PAID_BACK,FURNITURE,1784,95.74,0,1,F,NONE,2,SAVINGS_INSURANCE,22,NONE,RENT,1,3,1,0,1,TO_FILL
1051817,0,124,CREDITS_PAID_TO_DATE,APPLIANCES,552,10.51,0,2,F,NONE,3,REAL_ESTATE,19,NONE,RENT,1,2,1,0,1,TO_FILL
144696,60.22,870,OUTSTANDING_CREDIT,APPLIANCES,6614,265.91,8,4,M,NONE,4,CAR_OTHER,37,NONE,FREE,2,2,1,1,1,TO_FILL
96602,NO_CHECKING,1320,OUTSTANDING_CREDIT,EDUCATION,9119,2593.67,12,5,M,CO-APPLICANT,4,UNKNOWN,46,NONE,OWN,2,2,2,1,1,TO_FILL
42529,16215.52,899,PRIOR_PAYMENTS_DELAYED,VACATION,7083,770.91,6,4,F,NONE,4,UNKNOWN,49,NONE,OWN,2,3,2,1,1,TO_FILL
268759,NO_CHECKING,1302,PRIOR_PAYMENTS_DELAYED,REPAIRS,2932,3115.63,8,4,F,NONE,3,CAR_OTHER,47,NONE,OWN,2,3,1,0,1,TO_FILL
1029417,NO_CHECKING,775,PRIOR_PAYMENTS_DELAYED,CAR_USED,5992,UNKNOWN,6,4,M,NONE,4,SAVINGS_INSURANCE,38,NONE,OWN,2,2,2,1,1,TO_FILL
7564,NO_CHECKING,750,OUTSTANDING_CREDIT,RADIO_TV,6945,638.77,2,4,F,NONE,4,UNKNOWN,46,NONE,OWN,1,2,1,1,1,TO_FILL
1079554,NO_CHECKING,990,PRIOR_PAYMENTS_DELAYED,APPLIANCES,4454,975.86,1,4,M,NONE,3,CAR_OTHER,25,NONE,OWN,1,3,1,0,1,TO_FILL
58771,-1275.17,124,CREDITS_PAID_TO_DATE,CAR_NEW,250,100.11,2,2,F,NONE,2,REAL_ESTATE,22,NONE,OWN,1,3,1,0,1,TO_FILL
48080,132.86,558,PRIOR_PAYMENTS_DELAYED,RETRAINING,7506,679.67,4,3,M,NONE,3,UNKNOWN,46,NONE,FREE,3,3,1,1,1,TO_FILL
284155,169.18,390,CREDITS_PAID_TO_DATE,CAR_NEW,250,74.44,5,3,F,NONE,3,REAL_ESTATE,21,NONE,OWN,1,3,1,0,1,TO_FILL
173601,-453.27,510,ALL_CREDITS_PAID_BACK,FURNITURE,2611,26.12,0,2,M,NONE,3,SAVINGS_INSURANCE,26,NONE,OWN,1,3,1,0,1,TO_FILL
1282751,-746.7,279,ALL_CREDITS_PAID_BACK,CAR_NEW,250,6.23,0,1,M,NONE,2,REAL_ESTATE,19,BANK,RENT,1,1,1,0,1,TO_FILL
953898,-633.27,682,CREDITS_PAID_TO_DATE,RETRAINING,2145,37.51,7,3,M,NONE,3,SAVINGS_INSURANCE,26,STORES,OWN,1,1,1,0,1,TO_FILL
405270,-746.35,992,PRIOR_PAYMENTS_DELAYED,APPLIANCES,668,30737.39,7,2,F,NONE,1,CAR_OTHER,38,BANK,RENT,2,0,1,0,1,TO_FILL
721892,17.58,540,PRIOR_PAYMENTS_DELAYED,RADIO_TV,4953,55.93,8,4,M,NONE,4,UNKNOWN,31,NONE,OWN,1,3,1,0,1,TO_FILL
938612,11.74,780,CREDITS_PAID_TO_DATE,CAR_NEW,1731,50.93,5,2,M,NONE,2,CAR_OTHER,36,STORES,OWN,2,3,1,0,1,TO_FILL
309551,-162.13,240,ALL_CREDITS_PAID_BACK,EDUCATION,2704,65.88,0,2,F,NONE,3,REAL_ESTATE,19,NONE,OWN,1,2,1,0,1,TO_FILL
715306,127.71,540,PRIOR_PAYMENTS_DELAYED,RETRAINING,4055,92.08,0,2,M,NONE,3,CAR_OTHER,45,STORES,OWN,1,3,1,0,1,TO_FILL
505397,NO_CHECKING,930,OUTSTANDING_CREDIT,REPAIRS,5935,UNKNOWN,11,5,M,CO-APPLICANT,5,CAR_OTHER,52,NONE,OWN,3,2,2,1,1,TO_FILL
232908,NO_CHECKING,1426,OUTSTANDING_CREDIT,RETRAINING,7876,942.32,7,5,M,CO-APPLICANT,5,UNKNOWN,49,NONE,FREE,2,2,2,1,1,TO_FILL
966104,-1828.83,248,ALL_CREDITS_PAID_BACK,RADIO_TV,2359,75.49,4,2,F,NONE,2,CAR_OTHER,29,BANK,RENT,1,0,1,0,1,TO_FILL
628757,NO_CHECKING,744,PRIOR_PAYMENTS_DELAYED,RADIO_TV,7264,144.23,4,4,M,NONE,5,CAR_OTHER,44,NONE,OWN,2,2,1,0,1,TO_FILL
1315391,0,960,OUTSTANDING_CREDIT,APPLIANCES,4902,232.3,5,4,M,NONE,3,CAR_OTHER,33,NONE,FREE,2,3,1,1,1,TO_FILL
729073,14686.97,690,OUTSTANDING_CREDIT,CAR_USED,3415,1839.29,10,3,M,NONE,3,UNKNOWN,44,BANK,OWN,2,0,1,1,1,TO_FILL
637440,NO_CHECKING,899,PRIOR_PAYMENTS_DELAYED,APPLIANCES,6756,400.41,7,4,F,NONE,4,CAR_OTHER,55,NONE,OWN,2,3,1,1,1,TO_FILL
378491,19.73,690,OUTSTANDING_CREDIT,OTHER,4929,288.56,1,4,M,NONE,3,UNKNOWN,38,NONE,OWN,1,2,1,1,1,TO_FILL
827244,70.17,1230,CREDITS_PAID_TO_DATE,RADIO_TV,4307,185.39,7,3,M,NONE,2,SAVINGS_INSURANCE,19,NONE,OWN,2,3,2,1,1,TO_FILL
654838,2624.05,930,ALL_CREDITS_PAID_BACK,CAR_NEW,3342,83.6,6,3,M,NONE,2,CAR_OTHER,36,NONE,OWN,1,3,1,0,1,TO_FILL
553563,141.2,124,ALL_CREDITS_PAID_BACK,FURNITURE,4231,41.25,4,2,F,NONE,1,REAL_ESTATE,19,NONE,OWN,1,3,1,0,1,TO_FILL
603321,31.38,682,OUTSTANDING_CREDIT,EDUCATION,3993,476.58,7,2,M,NONE,2,SAVINGS_INSURANCE,20,NONE,OWN,1,3,1,1,1,TO_FILL
914279,NO_CHECKING,372,CREDITS_PAID_TO_DATE,FURNITURE,1934,649.71,4,3,M,NONE,2,REAL_ESTATE,35,NONE,OWN,1,2,2,0,1,TO_FILL
109484,NO_CHECKING,992,ALL_CREDITS_PAID_BACK,FURNITURE,4005,1790.61,7,3,M,NONE,2,CAR_OTHER,35,STORES,OWN,2,1,1,0,1,TO_FILL
1317451,-80.68,330,ALL_CREDITS_PAID_BACK,FURNITURE,833,66.88,0,1,M,NONE,2,SAVINGS_INSURANCE,37,STORES,OWN,1,3,1,0,1,TO_FILL
980891,6934.6,720,OUTSTANDING_CREDIT,EDUCATION,2874,694.28,7,4,M,NONE,3,SAVINGS_INSURANCE,23,NONE,OWN,1,3,1,0,0,TO_FILL
715866,-129.35,360,ALL_CREDITS_PAID_BACK,CAR_USED,264,92.15,0,2,M,NONE,1,REAL_ESTATE,29,STORES,RENT,1,3,1,0,1,TO_FILL
926730,194.89,310,PRIOR_PAYMENTS_DELAYED,CAR_NEW,1797,1484.86,7,3,M,NONE,3,SAVINGS_INSURANCE,28,NONE,OWN,1,3,1,0,1,TO_FILL
1190723,NO_CHECKING,1080,PRIOR_PAYMENTS_DELAYED,APPLIANCES,7315,2000.94,14,5,M,NONE,4,UNKNOWN,58,NONE,FREE,2,3,1,1,1,TO_FILL
278689,-1186.15,124,CREDITS_PAID_TO_DATE,EDUCATION,250,50.17,0,1,F,NONE,1,REAL_ESTATE,19,NONE,RENT,1,3,1,0,1,TO_FILL
651128,126.06,450,PRIOR_PAYMENTS_DELAYED,FURNITURE,2264,13163.97,3,3,F,NONE,3,REAL_ESTATE,42,NONE,OWN,2,3,1,0,1,TO_FILL
594905,NO_CHECKING,1080,PRIOR_PAYMENTS_DELAYED,VACATION,2844,617.66,10,5,M,NONE,4,CAR_OTHER,47,STORES,OWN,1,1,1,1,1,TO_FILL
252813,NO_CHECKING,390,PRIOR_PAYMENTS_DELAYED,RADIO_TV,7020,275.44,1,3,M,CO-APPLICANT,2,UNKNOWN,45,STORES,OWN,1,1,1,1,1,TO_FILL
320756,NO_CHECKING,900,PRIOR_PAYMENTS_DELAYED,FURNITURE,5546,UNKNOWN,10,4,M,NONE,5,CAR_OTHER,37,NONE,OWN,2,3,1,0,1,TO_FILL
1280953,NO_CHECKING,961,PRIOR_PAYMENTS_DELAYED,APPLIANCES,5441,UNKNOWN,10,4,M,NONE,4,UNKNOWN,47,NONE,OWN,2,3,1,1,1,TO_FILL
375181,NO_CHECKING,990,PRIOR_PAYMENTS_DELAYED,BUSINESS,2776,UNKNOWN,8,5,M,NONE,3,CAR_OTHER,29,NONE,OWN,1,3,1,0,1,TO_FILL
571350,63.83,124,CREDITS_PAID_TO_DATE,CAR_NEW,1850,79.52,0,2,F,NONE,1,CAR_OTHER,19,NONE,RENT,1,3,1,0,1,TO_FILL
155003,151.55,465,CREDITS_PAID_TO_DATE,FURNITURE,1350,19.79,7,2,M,NONE,3,SAVINGS_INSURANCE,29,NONE,OWN,1,3,1,0,1,TO_FILL
449821,NO_CHECKING,868,OUTSTANDING_CREDIT,APPLIANCES,4053,UNKNOWN,8,5,M,NONE,3,UNKNOWN,45,NONE,OWN,2,3,1,0,1,TO_FILL
582228,50.39,690,PRIOR_PAYMENTS_DELAYED,RADIO_TV,1060,196.3,6,2,M,NONE,2,CAR_OTHER,44,NONE,FREE,1,3,1,1,1,TO_FILL
308196,0,589,PRIOR_PAYMENTS_DELAYED,REPAIRS,1822,2416.43,6,4,M,NONE,3,SAVINGS_INSURANCE,19,NONE,OWN,2,3,1,0,1,TO_FILL
389035,89.62,720,OUTSTANDING_CREDIT,EDUCATION,3152,248.8,6,2,F,NONE,1,UNKNOWN,50,STORES,OWN,1,1,1,0,1,TO_FILL
1270914,115.5,480,CREDITS_PAID_TO_DATE,CAR_NEW,3468,35.9,0,3,F,NONE,3,SAVINGS_INSURANCE,39,NONE,OWN,1,3,1,1,1,TO_FILL
663940,-115.79,120,CREDITS_PAID_TO_DATE,CAR_NEW,250,106.28,0,2,F,CO-APPLICANT,1,REAL_ESTATE,39,STORES,RENT,1,3,1,0,1,TO_FILL
1296758,NO_CHECKING,992,PRIOR_PAYMENTS_DELAYED,CAR_USED,9131,636.77,5,5,M,CO-APPLICANT,4,CAR_OTHER,41,NONE,FREE,2,2,2,1,1,TO_FILL
361331,NO_CHECKING,992,OUTSTANDING_CREDIT,RADIO_TV,5197,519.7,10,5,M,NONE,5,UNKNOWN,55,NONE,OWN,2,3,1,1,1,TO_FILL
666554,NO_CHECKING,465,PRIOR_PAYMENTS_DELAYED,RADIO_TV,2884,9875.65,10,3,M,GUARANTOR,3,CAR_OTHER,57,NONE,FREE,1,3,2,1,1,TO_FILL
686330,NO_CHECKING,960,OUTSTANDING_CREDIT,FURNITURE,6066,UNKNOWN,5,4,M,NONE,5,UNKNOWN,48,STORES,OWN,3,1,2,1,1,TO_FILL
1229307,63.17,300,ALL_CREDITS_PAID_BACK,VACATION,4395,18.05,0,2,F,NONE,1,REAL_ESTATE,31,NONE,OWN,1,2,1,0,1,TO_FILL
770347,NO_CHECKING,240,CREDITS_PAID_TO_DATE,CAR_USED,376,68.2,1,3,F,NONE,3,REAL_ESTATE,26,NONE,RENT,1,2,1,0,1,TO_FILL
878946,-435.6,310,PRIOR_PAYMENTS_DELAYED,FURNITURE,250,4.57,0,2,M,NONE,1,REAL_ESTATE,23,STORES,RENT,1,3,1,0,1,TO_FILL
595405,30.32,780,CREDITS_PAID_TO_DATE,FURNITURE,3110,98.07,4,3,M,NONE,4,REAL_ESTATE,32,NONE,FREE,1,2,1,0,1,TO_FILL
320985,174.4,620,CREDITS_PAID_TO_DATE,CAR_NEW,2499,8.85,2,3,M,NONE,3,CAR_OTHER,31,NONE,FREE,1,3,2,1,1,TO_FILL
411593,NO_CHECKING,651,OUTSTANDING_CREDIT,RADIO_TV,6363,716.64,3,3,M,NONE,3,SAVINGS_INSURANCE,42,NONE,OWN,1,2,1,1,1,TO_FILL
841583,NO_CHECKING,1560,OUTSTANDING_CREDIT,OTHER,10797,765.6,8,5,M,CO-APPLICANT,4,UNKNOWN,48,NONE,FREE,2,3,2,1,0,TO_FILL
702930,NO_CHECKING,1260,PRIOR_PAYMENTS_DELAYED,FURNITURE,5186,748.22,2,3,M,NONE,4,CAR_OTHER,42,NONE,FREE,2,3,1,1,1,TO_FILL
533678,-2088.08,810,CREDITS_PAID_TO_DATE,CAR_NEW,250,23.76,4,3,M,NONE,1,REAL_ESTATE,19,BANK,RENT,1,0,1,0,1,TO_FILL
917261,-175.32,1085,CREDITS_PAID_TO_DATE,CAR_USED,250,5717.36,0,1,F,NONE,1,SAVINGS_INSURANCE,19,STORES,RENT,1,1,1,0,1,TO_FILL
427420,NO_CHECKING,1178,PRIOR_PAYMENTS_DELAYED,OTHER,8238,899.26,5,4,M,NONE,3,CAR_OTHER,42,NONE,OWN,1,2,2,0,1,TO_FILL
297823,11.35,900,PRIOR_PAYMENTS_DELAYED,BUSINESS,2883,223.38,10,4,M,NONE,2,SAVINGS_INSURANCE,26,NONE,OWN,1,2,2,0,1,TO_FILL
1144039,NO_CHECKING,434,ALL_CREDITS_PAID_BACK,FURNITURE,2420,81.15,0,3,F,NONE,4,REAL_ESTATE,20,NONE,OWN,1,2,1,0,1,TO_FILL
169193,NO_CHECKING,1080,PRIOR_PAYMENTS_DELAYED,FURNITURE,8847,780.84,4,5,M,CO-APPLICANT,4,SAVINGS_INSURANCE,41,NONE,FREE,2,2,1,0,1,TO_FILL
295419,-118.0,810,CREDITS_PAID_TO_DATE,RADIO_TV,2107,663.0,0,3,M,NONE,3,SAVINGS_INSURANCE,36,NONE,RENT,1,3,1,0,1,TO_FILL
165898,NO_CHECKING,240,CREDITS_PAID_TO_DATE,RADIO_TV,2936,1037.57,0,3,M,NONE,2,SAVINGS_INSURANCE,40,NONE,OWN,1,3,1,0,1,TO_FILL
142988,NO_CHECKING,248,CREDITS_PAID_TO_DATE,CAR_NEW,5992,435.87,5,4,M,NONE,3,UNKNOWN,28,NONE,FREE,2,2,1,0,1,TO_FILL
832565,0,900,CREDITS_PAID_TO_DATE,RADIO_TV,250,459.11,0,2,F,NONE,1,REAL_ESTATE,31,BANK,OWN,1,1,1,0,1,TO_FILL
279162,105.9,390,CREDITS_PAID_TO_DATE,FURNITURE,250,717.66,6,3,M,NONE,2,REAL_ESTATE,26,NONE,RENT,1,3,1,0,1,TO_FILL
1109716,NO_CHECKING,868,OUTSTANDING_CREDIT,APPLIANCES,8281,UNKNOWN,10,4,M,CO-APPLICANT,4,CAR_OTHER,52,NONE,OWN,2,2,2,1,1,TO_FILL
1037544,-102.56,480,PRIOR_PAYMENTS_DELAYED,FURNITURE,3457,96.38,4,3,M,CO-APPLICANT,3,UNKNOWN,51,NONE,OWN,1,3,1,1,1,TO_FILL
1116648,-524.85,180,ALL_CREDITS_PAID_BACK,CAR_NEW,577,14.51,3,1,F,NONE,1,REAL_ESTATE,24,NONE,OWN,1,3,1,0,1,TO_FILL
673790,115.19,837,CREDITS_PAID_TO_DATE,CAR_USED,5923,261.56,5,4,M,NONE,3,CAR_OTHER,36,NONE,OWN,2,3,1,0,1,TO_FILL
272655,29.24,434,PRIOR_PAYMENTS_DELAYED,FURNITURE,4140,1325.14,7,4,M,NONE,3,SAVINGS_INSURANCE,35,NONE,OWN,3,3,1,0,1,TO_FILL
462395,-324.72,682,PRIOR_PAYMENTS_DELAYED,RADIO_TV,2131,1568.85,6,3,M,CO-APPLICANT,4,CAR_OTHER,49,NONE,OWN,2,3,1,1,1,TO_FILL
165868,80.87,496,PRIOR_PAYMENTS_DELAYED,FURNITURE,5172,63.64,0,3,M,NONE,3,UNKNOWN,34,NONE,OWN,1,2,1,1,1,TO_FILL
334262,64.9,720,ALL_CREDITS_PAID_BACK,VACATION,6401,95.57,0,3,M,NONE,4,CAR_OTHER,25,NONE,OWN,1,2,1,1,1,TO_FILL
