ID,PAYMENT_TERM,INSTALLMENT_PLANS,INSTALLMENT_PERCENT,LOAN_PURPOSE,LOAN_AMOUNT,OTHERS_ON_LOAN,ALLOW
833844,240.0,NONE,2.0,CAR_USED,1187.0,NONE,1
1153130,124.0,NONE,2.0,CAR_NEW,3185.0,NONE,1
1289601,496.0,BANK,3.0,FURNITURE,1948.0,NONE,1
514190,720.0,NONE,4.0,APPLIANCES,2734.0,NONE,0
430603,720.0,BANK,2.0,RADIO_TV,4493.0,NONE,1
243100,1147.0,NONE,3.0,FURNITURE,5433.0,NONE,0
869999,124.0,NONE,1.0,CAR_NEW,2769.0,NONE,1
61594,270.0,STORES,2.0,CAR_NEW,1884.0,NONE,1
380901,780.0,NONE,4.0,CAR_USED,6068.0,NONE,0
93349,120.0,NONE,2.0,CAR_NEW,2890.0,NONE,1
348050,300.0,NONE,3.0,CAR_NEW,4973.0,NONE,1
423353,1054.0,NONE,5.0,REPAIRS,8281.0,CO-APPLICANT,0
416910,248.0,NONE,4.0,CAR_USED,6282.0,NONE,1
90920,372.0,NONE,2.0,CAR_NEW,296.0,NONE,1
1190904,120.0,BANK,1.0,CAR_USED,408.0,NONE,1
1079139,120.0,BANK,3.0,CAR_NEW,1269.0,NONE,1
351885,527.0,NONE,1.0,CAR_NEW,250.0,NONE,1
1121066,496.0,NONE,2.0,RADIO_TV,2815.0,NONE,1
437250,690.0,NONE,4.0,RADIO_TV,2976.0,NONE,0
336228,1209.0,NONE,5.0,APPLIANCES,7305.0,CO-APPLICANT,0
1060555,248.0,STORES,2.0,CAR_NEW,1914.0,NONE,1
1254079,420.0,NONE,4.0,CAR_NEW,2849.0,NONE,1
1204237,420.0,NONE,2.0,CAR_USED,250.0,NONE,1
571909,124.0,NONE,3.0,VACATION,250.0,NONE,1
306696,420.0,NONE,2.0,CAR_USED,917.0,NONE,1
58875,1380.0,NONE,5.0,OTHER,8464.0,NONE,0
998179,600.0,NONE,3.0,RETRAINING,3357.0,NONE,1
887738,780.0,NONE,3.0,APPLIANCES,3127.0,NONE,0
1138603,1240.0,STORES,4.0,VACATION,3009.0,NONE,1
454569,240.0,STORES,2.0,CAR_NEW,250.0,NONE,1
1135055,1050.0,NONE,5.0,REPAIRS,5863.0,GUARANTOR,0
1155158,1200.0,STORES,4.0,APPLIANCES,9367.0,CO-APPLICANT,0
905768,1080.0,NONE,3.0,RADIO_TV,1332.0,NONE,1
592124,510.0,NONE,3.0,CAR_USED,1435.0,NONE,1
60242,1080.0,NONE,5.0,APPLIANCES,5495.0,NONE,0
64680,480.0,NONE,4.0,RADIO_TV,2208.0,NONE,1
1150620,1050.0,NONE,3.0,BUSINESS,4826.0,NONE,1
338069,806.0,,4.0,RADIO_TV,5182.0,NONE,1
42655,1333.0,NONE,5.0,REPAIRS,8886.0,CO-APPLICANT,1
899365,450.0,STORES,2.0,CAR_NEW,250.0,NONE,1
896272,420.0,NONE,3.0,CAR_NEW,1908.0,NONE,0
999712,210.0,NONE,3.0,REPAIRS,250.0,NONE,1
811265,341.0,NONE,2.0,CAR_USED,261.0,NONE,1
256585,240.0,NONE,2.0,CAR_NEW,250.0,NONE,1
239803,1260.0,STORES,5.0,RADIO_TV,6983.0,CO-APPLICANT,0
947977,651.0,STORES,1.0,FURNITURE,2641.0,NONE,1
633512,837.0,NONE,4.0,BUSINESS,4946.0,CO-APPLICANT,1
467399,434.0,STORES,2.0,FURNITURE,1138.0,NONE,1
81005,1260.0,STORES,3.0,REPAIRS,1420.0,NONE,1
425625,527.0,NONE,2.0,CAR_USED,1445.0,NONE,1
414129,570.0,STORES,2.0,FURNITURE,1166.0,NONE,1
896688,660.0,NONE,2.0,CAR_NEW,1883.0,NONE,1
504141,1395.0,NONE,5.0,APPLIANCES,10046.0,CO-APPLICANT,0
1178533,420.0,BANK,3.0,APPLIANCES,250.0,NONE,1
409547,341.0,NONE,3.0,FURNITURE,3389.0,NONE,0
868623,248.0,NONE,3.0,CAR_NEW,2071.0,NONE,0
380807,1209.0,NONE,3.0,APPLIANCES,3010.0,NONE,1
118865,124.0,NONE,1.0,EDUCATION,250.0,NONE,1
59224,810.0,NONE,5.0,APPLIANCES,5893.0,NONE,1
87567,1200.0,BANK,3.0,VACATION,6795.0,CO-APPLICANT,0
167205,300.0,STORES,4.0,VACATION,4262.0,NONE,1
797713,372.0,NONE,2.0,CAR_NEW,3341.0,NONE,1
1307352,,BANK,4.0,EDUCATION,6446.0,NONE,1
728619,651.0,BANK,2.0,RADIO_TV,258.0,CO-APPLICANT,0
351534,1054.0,NONE,3.0,RADIO_TV,6163.0,NONE,1
868813,930.0,STORES,4.0,APPLIANCES,6940.0,,1
557252,210.0,STORES,1.0,REPAIRS,250.0,NONE,1
586661,210.0,NONE,1.0,CAR_USED,250.0,NONE,1
1086062,930.0,NONE,5.0,OTHER,8378.0,NONE,0
856650,600.0,NONE,3.0,CAR_NEW,1802.0,NONE,1
461260,806.0,NONE,4.0,FURNITURE,4051.0,NONE,1
1022100,960.0,NONE,4.0,APPLIANCES,6886.0,NONE,0
1019018,330.0,BANK,2.0,CAR_NEW,1932.0,NONE,1
541754,341.0,BANK,3.0,CAR_NEW,3753.0,CO-APPLICANT,1
1258154,279.0,NONE,2.0,FURNITURE,1460.0,NONE,1
966470,120.0,BANK,2.0,EDUCATION,250.0,NONE,1
497205,496.0,NONE,3.0,CAR_USED,4851.0,CO-APPLICANT,1
1011626,1147.0,NONE,3.0,FURNITURE,6254.0,CO-APPLICANT,0
1031452,899.0,NONE,3.0,RADIO_TV,250.0,CO-APPLICANT,1
773646,690.0,NONE,3.0,BUSINESS,3752.0,NONE,1
1216254,690.0,NONE,3.0,RADIO_TV,1896.0,NONE,1
1307795,630.0,STORES,3.0,RADIO_TV,1763.0,NONE,1
628284,750.0,NONE,2.0,BUSINESS,2587.0,NONE,1
170852,960.0,BANK,4.0,APPLIANCES,3065.0,NONE,1
133820,780.0,NONE,4.0,REPAIRS,6010.0,NONE,0
394565,780.0,NONE,3.0,APPLIANCES,2431.0,NONE,1
403222,930.0,NONE,3.0,CAR_USED,3830.0,NONE,0
1242414,150.0,STORES,1.0,EDUCATION,250.0,NONE,1
134224,570.0,STORES,3.0,CAR_USED,4467.0,NONE,1
1001905,330.0,NONE,3.0,CAR_USED,3098.0,NONE,1
970515,660.0,NONE,3.0,RADIO_TV,3901.0,NONE,0
1316635,1643.0,NONE,6.0,EDUCATION,10148.0,CO-APPLICANT,0
714885,1085.0,NONE,3.0,RADIO_TV,4945.0,NONE,0
1062004,1116.0,NONE,3.0,APPLIANCES,6696.0,NONE,0
1261279,450.0,NONE,1.0,FURNITURE,374.0,NONE,1
552292,150.0,NONE,3.0,EDUCATION,250.0,CO-APPLICANT,1
901714,600.0,NONE,3.0,FURNITURE,3627.0,NONE,1
621915,589.0,NONE,2.0,CAR_NEW,963.0,NONE,1
136567,372.0,STORES,2.0,CAR_USED,250.0,NONE,1
482964,870.0,NONE,4.0,APPLIANCES,8377.0,NONE,0
686135,124.0,BANK,1.0,CAR_USED,250.0,NONE,1
509801,930.0,NONE,2.0,CAR_NEW,3900.0,NONE,0
1252473,570.0,NONE,3.0,FURNITURE,3666.0,NONE,1
1143081,990.0,STORES,4.0,VACATION,5302.0,NONE,1
1168037,403.0,BANK,4.0,FURNITURE,3180.0,NONE,1
97917,837.0,NONE,3.0,BUSINESS,5245.0,NONE,1
1074251,961.0,NONE,4.0,REPAIRS,6118.0,NONE,0
925810,330.0,STORES,1.0,CAR_NEW,250.0,NONE,1
878091,1178.0,NONE,4.0,REPAIRS,3066.0,NONE,0
654249,620.0,NONE,2.0,RADIO_TV,3518.0,NONE,1
1240479,1271.0,STORES,5.0,RETRAINING,5657.0,CO-APPLICANT,1
167113,780.0,STORES,2.0,FURNITURE,2979.0,NONE,1
850330,713.0,BANK,2.0,FURNITURE,317.0,NONE,1
428400,868.0,NONE,4.0,RADIO_TV,8318.0,NONE,1
1221371,1110.0,NONE,4.0,REPAIRS,4833.0,NONE,1
496465,961.0,STORES,3.0,APPLIANCES,587.0,NONE,1
326205,279.0,NONE,2.0,CAR_USED,250.0,NONE,1
1035724,868.0,NONE,4.0,APPLIANCES,4503.0,NONE,1
1132866,682.0,STORES,4.0,BUSINESS,5801.0,CO-APPLICANT,0
294726,810.0,NONE,4.0,VACATION,4907.0,NONE,0
519960,651.0,STORES,2.0,BUSINESS,388.0,CO-APPLICANT,0
713095,496.0,STORES,1.0,CAR_NEW,705.0,NONE,1
353323,1147.0,NONE,6.0,REPAIRS,11676.0,CO-APPLICANT,0
624101,310.0,NONE,4.0,RETRAINING,1000.0,NONE,0
1083058,868.0,NONE,4.0,CAR_USED,6860.0,NONE,1
321914,1085.0,NONE,5.0,RADIO_TV,6924.0,CO-APPLICANT,0
952753,341.0,BANK,2.0,CAR_NEW,250.0,NONE,1
804023,868.0,BANK,1.0,FURNITURE,3250.0,NONE,1
1310919,1147.0,NONE,5.0,RADIO_TV,7508.0,CO-APPLICANT,0
522098,589.0,NONE,3.0,RADIO_TV,2238.0,NONE,1
968510,510.0,NONE,3.0,CAR_USED,1825.0,NONE,1
623837,992.0,STORES,4.0,REPAIRS,5126.0,GUARANTOR,1
885617,837.0,NONE,2.0,RADIO_TV,3235.0,NONE,1
476321,210.0,NONE,2.0,FURNITURE,250.0,NONE,1
246045,780.0,NONE,4.0,CAR_USED,6473.0,NONE,1
236752,961.0,NONE,4.0,RADIO_TV,6714.0,CO-APPLICANT,0
856504,690.0,STORES,2.0,CAR_USED,1802.0,NONE,1
669751,124.0,BANK,2.0,CAR_NEW,250.0,NONE,1
1203087,870.0,NONE,4.0,CAR_USED,6490.0,NONE,1
1124492,527.0,STORES,3.0,CAR_USED,2102.0,CO-APPLICANT,1
1251723,434.0,STORES,2.0,CAR_USED,250.0,NONE,1
581148,1110.0,NONE,5.0,REPAIRS,4580.0,NONE,1
374121,420.0,NONE,2.0,CAR_NEW,2130.0,NONE,1
310568,372.0,NONE,2.0,CAR_USED,250.0,NONE,1
426263,248.0,NONE,3.0,CAR_USED,3473.0,NONE,1
1231469,900.0,NONE,3.0,BUSINESS,3712.0,NONE,1
640983,589.0,NONE,2.0,CAR_USED,3530.0,NONE,1
910649,837.0,NONE,3.0,BUSINESS,7115.0,NONE,1
138583,990.0,STORES,3.0,BUSINESS,2976.0,NONE,1
349190,450.0,STORES,3.0,CAR_USED,876.0,CO-APPLICANT,1
1199896,403.0,STORES,2.0,VACATION,250.0,CO-APPLICANT,0
1050655,124.0,STORES,1.0,CAR_NEW,250.0,NONE,1
101691,868.0,STORES,4.0,APPLIANCES,6272.0,CO-APPLICANT,0
882609,450.0,STORES,2.0,CAR_NEW,1722.0,NONE,1
529174,120.0,NONE,2.0,CAR_NEW,250.0,NONE,1
1307277,1023.0,NONE,5.0,APPLIANCES,8028.0,CO-APPLICANT,0
832603,990.0,NONE,3.0,APPLIANCES,6712.0,NONE,0
594191,510.0,NONE,2.0,REPAIRS,1067.0,NONE,1
581290,1170.0,NONE,4.0,FURNITURE,4939.0,NONE,0
618470,660.0,STORES,,VACATION,250.0,NONE,1
1148992,1240.0,NONE,4.0,CAR_USED,6427.0,NONE,0
838672,961.0,BANK,4.0,CAR_USED,7710.0,NONE,0
1087099,1302.0,NONE,5.0,REPAIRS,5606.0,NONE,1
1000099,310.0,NONE,3.0,FURNITURE,2233.0,NONE,1
676545,992.0,NONE,3.0,CAR_NEW,948.0,NONE,0
1289015,720.0,NONE,4.0,VACATION,5173.0,NONE,0
649883,840.0,STORES,4.0,RADIO_TV,6858.0,NONE,0
469136,600.0,NONE,2.0,CAR_NEW,1931.0,CO-APPLICANT,1
11112,1050.0,NONE,5.0,REPAIRS,3541.0,NONE,0
99372,527.0,BANK,3.0,VACATION,6563.0,NONE,1
834740,1710.0,NONE,5.0,APPLIANCES,4424.0,CO-APPLICANT,0
509151,527.0,STORES,2.0,RADIO_TV,2719.0,NONE,1
551217,310.0,NONE,2.0,CAR_USED,2363.0,NONE,1
408057,1023.0,NONE,4.0,FURNITURE,4658.0,NONE,1
505186,1829.0,NONE,5.0,APPLIANCES,7118.0,GUARANTOR,0
1068990,1302.0,NONE,,FURNITURE,6283.0,CO-APPLICANT,0
39508,1110.0,NONE,4.0,OTHER,7945.0,NONE,1
639633,868.0,NONE,4.0,OTHER,6365.0,GUARANTOR,0
395865,341.0,NONE,3.0,CAR_USED,3190.0,NONE,1
880483,434.0,NONE,3.0,FURNITURE,2334.0,NONE,1
636122,390.0,NONE,3.0,BUSINESS,5215.0,NONE,1
1213193,124.0,NONE,3.0,CAR_USED,1541.0,CO-APPLICANT,1
509453,480.0,NONE,2.0,RETRAINING,3981.0,NONE,1
1303095,496.0,NONE,3.0,CAR_USED,4328.0,NONE,1
454045,589.0,NONE,3.0,RETRAINING,3060.0,NONE,1
1280615,124.0,STORES,1.0,CAR_NEW,250.0,NONE,1
1298665,780.0,NONE,4.0,FURNITURE,4834.0,NONE,0
356380,434.0,STORES,1.0,RADIO_TV,250.0,NONE,1
1255292,1147.0,NONE,5.0,VACATION,6436.0,NONE,0
809271,837.0,STORES,4.0,RADIO_TV,5395.0,NONE,1
556514,1260.0,NONE,4.0,FURNITURE,5606.0,NONE,0
440539,1050.0,NONE,4.0,REPAIRS,7687.0,CO-APPLICANT,0
673709,930.0,NONE,3.0,CAR_USED,5223.0,NONE,0
1015787,540.0,STORES,2.0,CAR_NEW,250.0,NONE,1
514790,589.0,NONE,3.0,FURNITURE,250.0,NONE,1
78590,570.0,BANK,2.0,CAR_NEW,1005.0,NONE,1
890956,360.0,NONE,3.0,CAR_USED,3097.0,NONE,1
1142295,840.0,NONE,4.0,APPLIANCES,7654.0,NONE,1
589099,930.0,BANK,4.0,BUSINESS,5087.0,NONE,1
862287,124.0,STORES,1.0,CAR_NEW,250.0,NONE,1
966625,837.0,NONE,3.0,RADIO_TV,2231.0,NONE,1
859190,570.0,NONE,4.0,BUSINESS,5640.0,NONE,0
818417,1050.0,STORES,5.0,APPLIANCES,7061.0,NONE,0
308396,279.0,STORES,1.0,CAR_NEW,250.0,NONE,1
992908,180.0,STORES,1.0,CAR_NEW,250.0,NONE,1
348067,124.0,STORES,1.0,CAR_NEW,250.0,NONE,1
6747,279.0,NONE,2.0,FURNITURE,292.0,NONE,1
49986,341.0,NONE,3.0,VACATION,3605.0,NONE,1
938605,527.0,NONE,3.0,CAR_NEW,446.0,NONE,1
400864,120.0,NONE,2.0,CAR_NEW,2517.0,NONE,1
683762,1209.0,STORES,4.0,REPAIRS,6110.0,NONE,1
1081451,310.0,NONE,3.0,CAR_NEW,3237.0,NONE,1
107453,840.0,NONE,,CAR_USED,2605.0,NONE,0
783362,775.0,STORES,3.0,APPLIANCES,4075.0,NONE,1
484713,744.0,NONE,3.0,RADIO_TV,6438.0,NONE,1
215664,600.0,NONE,4.0,CAR_NEW,3413.0,NONE,1
140914,868.0,NONE,4.0,CAR_USED,5592.0,NONE,0
1101480,240.0,NONE,1.0,CAR_NEW,2876.0,NONE,1
79148,660.0,NONE,3.0,CAR_USED,250.0,NONE,1
333754,775.0,NONE,3.0,EDUCATION,2228.0,NONE,0
990550,341.0,STORES,3.0,CAR_USED,250.0,NONE,1
256329,651.0,NONE,4.0,FURNITURE,3396.0,NONE,0
867692,750.0,NONE,3.0,CAR_USED,3227.0,NONE,1
16179,1147.0,NONE,3.0,OTHER,6971.0,NONE,0
1131905,600.0,NONE,3.0,CAR_NEW,250.0,CO-APPLICANT,0
936117,124.0,NONE,1.0,CAR_NEW,1029.0,NONE,1
1294405,240.0,BANK,1.0,CAR_NEW,418.0,CO-APPLICANT,1
708534,480.0,NONE,2.0,VACATION,3529.0,NONE,1
857850,124.0,NONE,3.0,CAR_NEW,2677.0,NONE,0
1300651,840.0,STORES,3.0,FURNITURE,2875.0,NONE,0
607134,450.0,NONE,3.0,RADIO_TV,1043.0,NONE,1
681323,180.0,STORES,1.0,CAR_NEW,250.0,NONE,0
355623,120.0,NONE,1.0,CAR_NEW,250.0,NONE,1
579341,360.0,STORES,2.0,CAR_USED,250.0,CO-APPLICANT,1
768489,480.0,NONE,4.0,REPAIRS,5187.0,NONE,0
1025946,1020.0,NONE,3.0,FURNITURE,5720.0,GUARANTOR,0
226595,480.0,BANK,2.0,FURNITURE,3008.0,NONE,1
917056,420.0,NONE,3.0,CAR_USED,1369.0,NONE,1
314656,682.0,STORES,3.0,RADIO_TV,3841.0,CO-APPLICANT,1
9244,1984.0,NONE,6.0,RETRAINING,9918.0,CO-APPLICANT,0
1029304,900.0,NONE,3.0,RADIO_TV,3738.0,CO-APPLICANT,0
855369,155.0,NONE,2.0,EDUCATION,4426.0,NONE,1
241914,120.0,NONE,1.0,CAR_NEW,250.0,NONE,1
1197101,1023.0,NONE,5.0,APPLIANCES,5865.0,CO-APPLICANT,0
118083,390.0,STORES,2.0,VACATION,250.0,CO-APPLICANT,1
1209170,930.0,STORES,2.0,RADIO_TV,1165.0,NONE,0
4187,124.0,NONE,3.0,CAR_NEW,2407.0,NONE,1
785981,720.0,NONE,4.0,RADIO_TV,4059.0,GUARANTOR,0
61030,248.0,NONE,3.0,FURNITURE,1832.0,NONE,1
393606,992.0,NONE,5.0,APPLIANCES,5158.0,NONE,0
443364,620.0,NONE,3.0,RADIO_TV,576.0,NONE,0
884707,930.0,BANK,3.0,REPAIRS,540.0,NONE,1
1165277,990.0,NONE,5.0,RADIO_TV,8499.0,GUARANTOR,0
529234,1302.0,STORES,4.0,APPLIANCES,3709.0,NONE,0
46368,210.0,NONE,3.0,VACATION,250.0,NONE,1
789392,651.0,NONE,3.0,RADIO_TV,1576.0,NONE,1
1023453,1170.0,STORES,4.0,FURNITURE,6483.0,CO-APPLICANT,0
634641,434.0,NONE,2.0,VACATION,474.0,NONE,1
1167241,961.0,NONE,4.0,RADIO_TV,5321.0,NONE,1
754738,1209.0,STORES,5.0,CAR_USED,7691.0,CO-APPLICANT,1
382416,750.0,NONE,4.0,CAR_USED,4411.0,NONE,1
299784,,NONE,5.0,REPAIRS,7559.0,NONE,1
230946,900.0,NONE,4.0,APPLIANCES,,NONE,0
1061395,1110.0,NONE,4.0,REPAIRS,6133.0,NONE,1
617103,682.0,STORES,2.0,CAR_USED,2788.0,NONE,1
69309,780.0,NONE,3.0,CAR_USED,3243.0,NONE,0
256809,120.0,NONE,1.0,CAR_NEW,250.0,NONE,1
1180803,450.0,NONE,4.0,RADIO_TV,1088.0,NONE,1
100868,1147.0,NONE,5.0,RADIO_TV,6326.0,CO-APPLICANT,0
719592,217.0,STORES,2.0,CAR_NEW,250.0,NONE,1
710871,1110.0,NONE,4.0,REPAIRS,7928.0,CO-APPLICANT,0
769345,1581.0,NONE,5.0,RADIO_TV,9470.0,CO-APPLICANT,0
322162,837.0,NONE,3.0,CAR_NEW,1471.0,NONE,1
393390,837.0,NONE,4.0,RADIO_TV,5533.0,NONE,0
250499,900.0,NONE,4.0,RADIO_TV,1960.0,CO-APPLICANT,0
915169,1200.0,NONE,5.0,APPLIANCES,4817.0,NONE,0
136357,930.0,STORES,3.0,APPLIANCES,4570.0,NONE,1
169516,120.0,NONE,3.0,FURNITURE,4035.0,NONE,1
1228496,870.0,NONE,5.0,REPAIRS,6165.0,NONE,0
1108388,660.0,NONE,4.0,RADIO_TV,3378.0,NONE,1
659646,186.0,NONE,3.0,EDUCATION,250.0,NONE,1
935405,120.0,NONE,1.0,CAR_NEW,858.0,NONE,1
910711,434.0,STORES,1.0,CAR_NEW,250.0,NONE,1
255134,120.0,NONE,2.0,CAR_NEW,3543.0,NONE,1
1295906,930.0,NONE,4.0,,2340.0,NONE,0
68525,780.0,NONE,4.0,EDUCATION,5740.0,NONE,0
1138008,713.0,BANK,3.0,APPLIANCES,1689.0,NONE,1
463004,589.0,NONE,3.0,RADIO_TV,3044.0,NONE,0
288394,1240.0,NONE,4.0,VACATION,7757.0,CO-APPLICANT,0
1202415,651.0,NONE,3.0,RADIO_TV,3340.0,NONE,0
1214118,1271.0,NONE,4.0,OTHER,6237.0,CO-APPLICANT,0
115863,240.0,STORES,1.0,CAR_NEW,250.0,NONE,1
62683,775.0,NONE,4.0,BUSINESS,6453.0,NONE,0
309433,775.0,NONE,3.0,CAR_USED,4998.0,GUARANTOR,0
746004,810.0,STORES,2.0,CAR_USED,3139.0,NONE,1
279594,248.0,NONE,3.0,CAR_NEW,1637.0,NONE,1
1226676,1178.0,NONE,3.0,APPLIANCES,5494.0,NONE,0
567409,1054.0,NONE,4.0,APPLIANCES,3399.0,NONE,1
595172,527.0,NONE,3.0,VACATION,691.0,NONE,1
53475,1550.0,BANK,4.0,APPLIANCES,7443.0,CO-APPLICANT,0
1152764,870.0,NONE,4.0,APPLIANCES,4504.0,NONE,0
701323,570.0,NONE,1.0,FURNITURE,250.0,NONE,1
895765,750.0,NONE,3.0,BUSINESS,5515.0,NONE,1
902077,120.0,NONE,1.0,CAR_NEW,250.0,NONE,1
1128743,124.0,NONE,1.0,CAR_NEW,250.0,NONE,1
758071,713.0,NONE,4.0,FURNITURE,7095.0,NONE,1
1048354,1023.0,STORES,4.0,REPAIRS,5152.0,NONE,0
276306,1240.0,STORES,4.0,REPAIRS,9282.0,CO-APPLICANT,0
622918,540.0,NONE,4.0,REPAIRS,2671.0,CO-APPLICANT,1
841318,960.0,NONE,3.0,RADIO_TV,4689.0,NONE,0
342064,120.0,NONE,1.0,CAR_USED,250.0,NONE,1
886269,1020.0,NONE,4.0,FURNITURE,4994.0,NONE,1
309614,589.0,STORES,2.0,FURNITURE,250.0,NONE,1
918655,330.0,NONE,3.0,CAR_NEW,259.0,NONE,1
117586,1333.0,NONE,5.0,REPAIRS,8222.0,CO-APPLICANT,0
157171,120.0,NONE,2.0,CAR_NEW,250.0,NONE,1
688464,390.0,NONE,1.0,CAR_NEW,1133.0,NONE,1
340066,810.0,NONE,3.0,FURNITURE,2266.0,NONE,0
953906,775.0,STORES,4.0,CAR_USED,6780.0,NONE,1
546921,240.0,NONE,1.0,CAR_NEW,2161.0,NONE,1
461161,120.0,NONE,2.0,CAR_NEW,2121.0,NONE,1
190267,120.0,BANK,1.0,CAR_NEW,250.0,NONE,1
232274,279.0,NONE,2.0,EDUCATION,481.0,NONE,1
1156030,1290.0,,4.0,FURNITURE,4704.0,GUARANTOR,0
149971,992.0,NONE,4.0,CAR_USED,1905.0,NONE,1
1211020,124.0,STORES,2.0,CAR_NEW,250.0,NONE,1
454286,900.0,BANK,3.0,APPLIANCES,4412.0,NONE,0
1082907,570.0,NONE,2.0,REPAIRS,402.0,NONE,1
744789,899.0,NONE,3.0,FURNITURE,6000.0,NONE,0
1313531,750.0,NONE,3.0,CAR_USED,6225.0,NONE,0
1023737,1023.0,NONE,5.0,APPLIANCES,7860.0,NONE,1
338432,713.0,NONE,4.0,APPLIANCES,250.0,NONE,1
310226,120.0,NONE,3.0,CAR_USED,3562.0,NONE,1
295791,1080.0,NONE,4.0,APPLIANCES,3897.0,NONE,1
441391,465.0,NONE,2.0,CAR_USED,1843.0,NONE,0
1314102,434.0,NONE,2.0,CAR_NEW,2244.0,NONE,1
3507,270.0,NONE,3.0,CAR_USED,4302.0,NONE,1
975571,310.0,NONE,2.0,CAR_USED,2133.0,NONE,1
824194,868.0,NONE,4.0,FURNITURE,4175.0,NONE,1
43493,480.0,NONE,2.0,CAR_USED,2122.0,NONE,1
982278,899.0,STORES,4.0,FURNITURE,7394.0,CO-APPLICANT,1
887542,330.0,NONE,2.0,CAR_NEW,3724.0,NONE,1
577667,270.0,NONE,4.0,FURNITURE,2620.0,NONE,1
510596,372.0,NONE,3.0,REPAIRS,6411.0,NONE,0
829503,570.0,NONE,4.0,RETRAINING,2212.0,NONE,1
49624,240.0,NONE,2.0,VACATION,4448.0,NONE,0
1307048,248.0,STORES,2.0,CAR_NEW,250.0,NONE,1
500127,660.0,NONE,3.0,RADIO_TV,930.0,NONE,0
162555,651.0,NONE,3.0,CAR_USED,2049.0,NONE,1
589463,217.0,BANK,1.0,CAR_NEW,1468.0,NONE,1
1170131,341.0,STORES,2.0,VACATION,250.0,NONE,1
924543,690.0,STORES,4.0,CAR_USED,1976.0,NONE,1
915390,589.0,STORES,1.0,REPAIRS,250.0,NONE,1
932795,496.0,NONE,3.0,CAR_NEW,4211.0,NONE,1
540898,868.0,BANK,3.0,CAR_USED,1038.0,NONE,1
629567,527.0,STORES,1.0,CAR_NEW,375.0,NONE,1
1027513,540.0,NONE,4.0,APPLIANCES,4561.0,NONE,0
591980,1020.0,NONE,4.0,REPAIRS,6523.0,CO-APPLICANT,0
60518,240.0,NONE,4.0,RADIO_TV,2254.0,NONE,0
138256,558.0,NONE,2.0,VACATION,900.0,NONE,1
449328,480.0,NONE,3.0,FURNITURE,2112.0,NONE,1
119690,496.0,NONE,3.0,CAR_NEW,3681.0,NONE,0
32157,403.0,STORES,2.0,APPLIANCES,250.0,NONE,1
775097,651.0,NONE,3.0,REPAIRS,2219.0,NONE,0
938797,1023.0,NONE,4.0,APPLIANCES,6132.0,NONE,0
1082816,1147.0,NONE,5.0,REPAIRS,6722.0,NONE,0
293223,124.0,STORES,1.0,CAR_USED,250.0,NONE,1
1092796,450.0,NONE,3.0,CAR_NEW,593.0,NONE,1
988395,1240.0,NONE,4.0,FURNITURE,11347.0,CO-APPLICANT,0
962659,390.0,NONE,2.0,FURNITURE,1333.0,NONE,1
217372,403.0,NONE,2.0,FURNITURE,4409.0,CO-APPLICANT,1
390682,310.0,STORES,2.0,FURNITURE,1368.0,NONE,1
834993,1050.0,NONE,4.0,APPLIANCES,6370.0,NONE,0
212878,840.0,NONE,3.0,APPLIANCES,5145.0,GUARANTOR,0
952464,496.0,NONE,4.0,RADIO_TV,4031.0,NONE,1
1304448,870.0,BANK,4.0,CAR_USED,3810.0,NONE,1
78831,465.0,NONE,2.0,FURNITURE,3481.0,NONE,1
736189,527.0,NONE,3.0,CAR_NEW,2549.0,NONE,1
748934,480.0,STORES,2.0,RADIO_TV,250.0,NONE,0
1319397,330.0,BANK,3.0,FURNITURE,250.0,NONE,1
1061133,840.0,STORES,4.0,APPLIANCES,5105.0,NONE,1
658037,720.0,NONE,3.0,EDUCATION,1828.0,NONE,0
136772,403.0,NONE,3.0,VACATION,7200.0,NONE,0
153901,1209.0,NONE,5.0,EDUCATION,6555.0,CO-APPLICANT,0
49094,120.0,BANK,2.0,VACATION,2064.0,NONE,1
930589,372.0,NONE,3.0,CAR_USED,1827.0,CO-APPLICANT,1
163279,300.0,NONE,3.0,FURNITURE,3619.0,NONE,1
309157,510.0,NONE,3.0,CAR_USED,2065.0,NONE,1
5083,465.0,NONE,,FURNITURE,250.0,NONE,1
668582,899.0,NONE,4.0,RADIO_TV,9635.0,GUARANTOR,0
486690,868.0,NONE,3.0,CAR_USED,2470.0,GUARANTOR,0
252341,620.0,NONE,2.0,FURNITURE,4264.0,NONE,1
469855,510.0,NONE,3.0,RETRAINING,4275.0,NONE,1
763148,810.0,STORES,1.0,RETRAINING,250.0,NONE,0
851520,240.0,NONE,1.0,APPLIANCES,1432.0,NONE,1
106711,1230.0,NONE,5.0,RADIO_TV,6124.0,CO-APPLICANT,0
30929,750.0,BANK,3.0,APPLIANCES,4136.0,NONE,1
782787,720.0,BANK,3.0,RADIO_TV,3604.0,,1
249281,630.0,NONE,4.0,CAR_NEW,3863.0,NONE,0
232339,120.0,STORES,1.0,CAR_USED,432.0,NONE,1
1289969,1147.0,NONE,3.0,RADIO_TV,5035.0,NONE,0
765513,810.0,NONE,3.0,FURNITURE,2947.0,NONE,1
552006,810.0,NONE,4.0,APPLIANCES,7636.0,CO-APPLICANT,0
1020791,330.0,STORES,1.0,CAR_NEW,2506.0,NONE,1
